Target.X,Target.Y,Pupil.X,Pupil.Y
408.7783,127.6556,222.0892,34.98542
324.1431,179.1857,258.0554,47.23971
258.5475,89.3046,269.4042,13.47996
328.6205,167.4581,254.0023,43.61442
196.6747,34.55094,304.6949,3.622167
447.5105,242.2656,212.0183,70.50055
386.1386,186.465,221.2789,44.7332
187.5552,163.0695,297.2233,14.40528
110.9902,240.3435,344.1504,50.18392
