Target.X,Target.Y,Pupil.X,Pupil.Y
214.1048,88.2096,259.8178,61.98685
394.1308,276.107,215.6624,155.4294
508.5115,31.51506,177.3092,95.75225
228.3875,263.6129,274.744,131.9724
418.2394,100.8508,207.598,87.18187
314.3505,193.3108,235.2386,108.2525
445.4623,323.1563,208.7443,174.7799
334.2289,138.2368,217.3628,91.43702
178.8309,282.6057,300.8619,150.5613
204.7655,192.9098,271.5297,93.97841
