Target.X,Target.Y,Pupil.X,Pupil.Y
229.4197,187.7515,308.8189,181.6834
351.6048,313.6429,266.9127,242.4547
432.1431,238.5214,234.2923,218.3376
260.0792,366.9022,316.5421,267.0009
264.4281,214.3482,293.5099,190.5676
512.8383,178.6549,208.7094,209.0731
406.9148,352.1583,241.2917,292.6274
326.2299,264.2378,264.9647,234.3712
285.6166,320.2267,289.1391,235.7161
355.2041,213.6255,249.6138,204.0554
