Target.X,Target.Y,Pupil.X,Pupil.Y
333.8644,252.9326,188.4184,198.3755
419.6235,176.6847,149.5296,175.391
481.8749,123.2607,130.1014,175.6566
223.4997,258.7982,289.1292,245.7256
412.8763,292.3666,156.0547,240.5967
194.2512,322.2508,339.7334,263.6964
460.433,334.2055,149.6373,260.5194
230.0805,108.3157,208.1448,149.1086
327.7412,204.956,175.7728,195.1945
158.944,40.83425,230.21,119.9538
