Target.X,Target.Y,Pupil.X,Pupil.Y
288.2903,230.2979,137.9559,148.7214
112.1284,90.66281,211.8026,57.99098
345.3944,293.4085,132.1765,211.0675
343.7658,137.3223,98.31699,119.8591
266.1693,226.4098,145.5045,149.9603
199.8588,293.3173,202.3936,178.9304
399.827,96.95299,77.85223,111.2869
194.7358,160.3078,161.0178,103.9668
392.8615,287.8145,103.4902,183.0511
123.9279,310.4377,240.6997,166.7989
