Item1.Centroid.X,Item1.Centroid.Y,Item1.MajorAxisLength,Item1.MinorAxisLength,Item1.Area
241.8831,182.1807,51.5475362975998,43.7760543148064,2356
242.6682,181.6034,51.343392223846,43.3700114809798,2325
243.2899,180.9624,51.3550124747336,43.4601497615128,2329.5
243.9107,179.8831,51.6344587251523,43.489236791028,2343.5
244.4071,179.6066,51.7877203323457,43.4420981008767,2346.5
244.5777,179.4623,51.6964367732159,43.6434031070792,2354
244.7675,179.2142,51.8092895855779,43.646881188551,2357.5
244.659,179.2393,52.0983925813158,43.8411501278621,2381.5
204.8546,155.4509,53.3444798105142,42.8120061933089,2048
177.707,141.3545,48.9809794331574,46.5666576232271,2385.5
177.3726,140.4218,48.6934495137568,46.7265002126026,2378.5
176.6717,139.4201,52.0759827808279,45.5651163675093,2098.5
217.5667,262.6596,17.7190492010368,6.31891917563565,95
50.08814,221.8165,18.542839535913,11.3959536752264,208
160.4143,129.5438,52.1824223512687,41.5942882092801,2138
158.9526,130.8678,51.6082221835553,40.7885096094434,2070.5
158.4905,130.7195,51.3781843863158,40.7606428444308,2068
158.2142,130.2793,51.2824321234163,40.7985472232712,2068.5
173.8731,121.1059,49.5526550010896,47.7674066470332,2477.5
173.879,120.2203,49.4100752619982,47.4428314088783,2453.5
174.2443,119.7741,49.713034119984,47.721353352397,2483
175.0606,119.1911,50.0809732378491,47.7790614868062,2504.5
175.8003,119.1329,49.8890038011662,47.736262038116,2492.5
176.5373,119.2428,49.6387785216333,47.7475818793173,2481
176.9138,119.1965,49.7865282368114,47.9008994584975,2496.5
177.1243,119.3809,49.75273413975,47.7738954611844,2488
177.198,119.4955,49.8469873093036,47.8387154450164,2495.5
176.9194,119.8223,50.1190201563394,48.0775193844785,2522.5
176.7002,119.8192,50.2980723860306,48.2815701333814,2542
176.0043,119.7216,50.5697885696366,48.5959587077915,2572.5
175.2666,119.7404,50.7353682402232,48.8812796396259,2595.5
174.6501,120.0733,51.0497626037255,49.216554528262,2630
174.2265,120.4982,51.476035345813,49.2008790852676,2651
173.6323,120.9513,51.4094121814933,49.4495654189612,2661
172.9141,121.3815,51.6660098904707,49.7831270934984,2692
172.4072,121.6656,51.9491694305456,49.9849482161247,2718
172.302,122.0548,52.1307837819691,50.1861149122726,2738
171.8871,122.8711,52.193667268417,50.4724924522,2757.5
171.6986,123.4263,52.0722615018607,50.5132592257207,2753.5
171.7891,123.6486,52.2544839617782,50.4707113015063,2760.5
171.9918,124.1584,52.2772210548233,50.5504163503115,2766.5
171.9245,124.6378,52.1581894069826,50.717973950292,2769
171.5453,124.8965,52.2270307531198,50.679881511148,2770.5
171.4993,125.0687,52.3633443867496,51.0624072427136,2799
171.4093,125.1672,52.5858803605525,51.0369167088743,2809.5
171.5403,125.2796,52.9636751407864,51.3334413167424,2846
171.7575,125.3655,53.3438188746736,51.8230375404455,2894
171.8513,125.178,53.5125748645418,51.9583369026041,2910.5
171.8038,125.1542,53.7769045064573,52.1537016809502,2936
171.5366,125.0905,53.9870501296482,52.2470090617448,2952.5
171.0152,125.127,53.9875649217956,52.3132667237214,2956.5
170.4281,125.2094,54.0677150022783,52.1320878233223,2950.5
169.8812,125.168,54.1112749847549,52.4000989696586,2968
169.599,125.1294,54.1667115857372,52.2124930272009,2960.5
169.4434,124.9961,54.2471080056575,52.2568057121312,2967.5
169.4536,124.6657,54.21371762641,52.1861545351765,2961.5
169.459,124.2786,54.0902636449571,52.1626155031624,2953.5
169.0694,124.0305,53.9853305453172,51.9695055176711,2937
168.7159,123.6676,53.6623561553038,51.7620821550953,2907.5
168.4782,123.8811,53.746109027079,51.6399430004906,2905.5
168.3011,124.3772,53.7427376750396,51.6273534724863,2904.5
167.8096,125.004,53.7242784978059,51.4409661741322,2892.5
167.6367,125.1694,53.7053505375194,51.2218245026119,2879.5
167.7479,124.9475,53.5384480506205,51.533469306638,2888
168.1526,124.6028,53.4298250059308,51.4017066790525,2875
168.0752,124.5996,53.5102539807898,51.0870860914721,2861.5
167.737,124.7337,53.4000605033705,51.0735310580642,2855
167.1579,125.2837,53.3359507781896,51.0372548468409,2849.5
166.8379,125.6191,53.4160836610545,50.8759566978646,2844.5
166.9767,126.2181,53.5589248789613,50.754485749412,2845
167.3355,126.4714,53.2045869864996,51.1463777725369,2848.5
167.4278,126.7557,53.1578423841909,50.8249525208809,2827.5
167.3814,126.8341,53.1421834708265,50.9827216637627,2836
167.2827,127.0612,53.4148076656358,51.0219592418037,2853
167.3725,126.9608,53.4278168156597,51.2593147600192,2867
167.4187,127.0809,53.7749372258568,51.3485648267657,2890.5
167.4703,127.3228,53.9959825719462,51.5835599792775,2915.5
167.518,127.8299,54.2813982466583,51.884249378592,2948
172.8004,130.1075,54.4872102661664,52.7137927027784,3006.5
173.1963,130.4397,54.6925992001184,53.1768038580133,3044.5
173.6075,130.8744,54.9946671815258,53.4112591934684,3075
174.0281,131.358,55.2346856673296,53.8354756775088,3113
174.5943,132.0048,55.3278878274017,53.8721045961534,3120
175.3993,132.6626,55.3387897107578,54.2384862014721,3142
176.424,133.1318,55.441531508975,54.1711288459544,3143.5
177.4936,133.7202,55.1989916337513,54.2736643247059,3136
178.0581,134.3951,55.0188594385034,54.2109209735521,3122.5
178.3475,135.158,54.958728910143,53.9347655075997,3103
178.8737,135.8454,54.5299248988437,54.1481420527496,3091
179.7775,136.0032,54.560006707174,54.1794963242453,3094.5
181.1231,136.4403,54.5670775398065,54.330233367693,3103.5
182.5289,136.9508,54.5813432980212,54.2268136954361,3098
183.6299,137.7884,54.8294543369828,54.4921951859084,3127.5
183.893,138.1617,54.7979068740641,54.4974117846324,3126
184.5613,138.8519,55.1040275439681,54.7450083635131,3157.5
184.9542,139.8274,55.3133783157971,54.5387804673693,3157.5
185.2117,140.2456,55.2787723759786,54.5519301591923,3156.5
195.7459,145.8468,56.7996426981038,54.3914495587544,3234
200.5324,150.0033,56.7695075441506,54.1640173706373,3218.5
200.8715,149.862,56.6521032828024,54.0284294616363,3204
201.6513,149.0929,56.7398562257509,54.2593653141506,3222.5
202.368,148.0807,56.9042268397274,54.2803638735262,3233.5
203.1536,146.3269,56.9341835524481,54.3562632670618,3239.5
202.9069,145.7265,56.8739940841516,54.4492836642463,3241.5
202.3409,145.1714,56.996373811797,54.3053596949743,3240
202.0064,144.8551,56.6740539720044,54.4680237625389,3231
201.7564,144.3235,56.6197295203345,54.1430721692993,3208.5
201.3174,144.1225,56.4434466539443,54.0493224979804,3193
201.0089,143.6489,56.2604314607158,53.8891622557562,3173.5
200.9319,143.0656,56.1794680318144,53.8602888729101,3167.5
212.4109,137.0283,56.8354128219264,54.1233174745366,3220
296.9063,203.4427,45.2164169617072,19.1245457726234,638.5
226.7796,216.7513,25.2029677819713,15.3542652553681,388
245.1443,141.1238,46.3354364780132,22.4702211826549,1059.5
243.8385,130.5272,69.6350524008588,38.150771616973,2512.5
233.3901,125.9151,57.1049799585481,55.1513275402556,3294.5
231.8288,127.3514,56.8299745600617,53.7504421579723,3197
231.2451,127.9884,56.4532030086474,53.2125366654469,3144
230.6715,128.4819,56.2309296585895,53.1154745252373,3126
188.2761,153.695,57.0514627594082,47.4593867550057,2501
167.7395,161.8546,54.2806459882946,44.5374792134903,2444.5
168.2583,161.8772,54.2703758118459,44.2194806668054,2428
169.39,161.6196,54.6461716080925,44.2706852247464,2440.5
170.3151,161.2882,54.9347242783967,44.4013216778746,2446
172.0629,160.8403,55.3762712702841,44.9118004862069,2479.5
173.7096,160.4818,55.9778751409972,45.345156921185,2515
174.9128,160.2759,56.2263692618492,45.7386332029579,2537.5
176.6681,160.1059,56.4795832168735,45.8804254117736,2541
179.8463,160.0079,56.411036667789,46.1293030697785,2524
181.5475,159.8767,56.5557992703697,46.3356251936796,2535
152.1821,172.5469,52.3668247231337,43.2779302575534,2370
