Target.X,Target.Y,Pupil.X,Pupil.Y
306.7267,335.6294,186.217,244.0219
166.0971,440.5059,259.918,276.971
231.1191,247.6991,210.5461,200.9353
236.0623,416.3549,219.7779,268.6969
438.5339,267.4579,138.8438,224.954
409.9277,430.8613,154.8249,285.1517
490.9853,212.6069,122.6806,209.3942
327.7417,337.0702,180.6994,244.3896
440.5075,388.683,145.1782,273.468
314.725,219.5137,176.1057,197.7245
