Item1.Centroid.X,Item1.Centroid.Y,Item1.MajorAxisLength,Item1.MinorAxisLength,Item1.Area
290.7657,181.9044,182.890023099886,41.1682688593464,5032.5
293.2053,176.7554,187.747007829549,45.3159006930705,5419.5
293.2205,175.9136,186.310312374682,45.7328099364533,5421.5
293.6189,175.205,186.721773962309,45.960455511293,5430
292.8327,174.2304,186.603604897684,46.0223026433028,5373
293.1896,173.8337,186.829872050623,46.3556962633134,5475.5
293.3814,172.2544,185.719522166389,48.1120890671511,5449.5
313.9838,151.3557,200.597055017305,80.1478949286355,8284
314.9154,149.8202,197.214011953282,79.4642631337433,8215
312.6918,148.572,195.320352093858,86.6591101390376,8355.5
310.692,148.7769,199.046814672249,87.0684064843936,8696.5
317.5817,115.1178,139.613560789437,61.977409065534,7753
324.4672,113.5606,148.852397323649,77.7530976724916,8755.5
318.7594,108.1465,133.296254139327,58.0772466077846,7314.5
319.4382,108.4231,132.644139146226,58.0762770853846,7339
326.9049,114.7461,139.309660258854,77.7361753502643,8386.5
319.7533,109.08,131.871705640315,58.235677163641,7354
319.8043,109.349,131.648923599583,58.0893041303414,7311
317.4777,108.2934,137.751151531469,61.1345487936334,7558.5
319.9222,109.0187,131.572497339745,58.2408482955688,7312.5
327.1888,113.8196,138.692098946584,77.6471228466949,8397.5
330.0652,111.527,147.668270619611,83.1735129819375,7131
319.829,101.1543,131.235014320801,56.4700117306507,6915.5
341.3838,76.88316,148.479926991166,57.9826211663744,5731.5
339.4262,65.56963,149.522941387568,53.6305014628017,5338.5
338.8298,63.14227,148.664144027811,52.7586173902526,5260
338.982,62.81868,148.895812890585,51.9449037355352,5156.5
340.6736,61.99658,145.337890380831,49.8109644985322,4681
340.2099,66.68986,148.934875668401,53.4772604797137,5325.5
338.5714,83.46799,151.019588289685,62.9525216385968,6350.5
333.5161,95.74091,140.916134596979,67.2515729119337,8784
329.5853,105.0114,139.756193948214,73.768311815079,8076
278.572,198.2953,196.751815894577,38.5272687017171,5750
270.2682,169.2556,351.798974386899,39.2943467066691,8250.5
294.3773,172.9891,196.322583241699,33.984458689995,5137.5
307.2334,121.6883,203.231104598867,86.4961737362093,9610
336.829,98.95099,142.090326771124,69.2943519824999,8297.5
339.4013,88.41399,154.978749334861,69.1431494541642,6209
337.8331,83.0454,151.582702299625,64.8159453128227,6405.5
346.2554,82.17028,127.542721217533,61.5181357064459,5605.5
334.1464,99.02438,135.904324947503,71.420796955352,8534
306.9846,93.05666,188.480090274346,53.1267534120415,5822
309.0862,89.65192,187.190480200392,52.1370788655752,5593.5
321.997,100.7052,184.124503750499,83.8374490318796,7315.5
323.8171,87.74497,153.533759278209,48.926599677194,4584.5
311.6822,87.32072,181.374363016337,50.1603104077583,5180
313.1475,87.07232,180.18256861935,50.0894017670201,5107
326.0828,86.81474,150.676233817212,48.1678693438139,4366
313.3816,86.78103,179.036050208137,50.110240897952,5071.5
313.053,86.42789,179.217271447021,50.2580736984944,5116.5
322.1768,103.501,158.330312107168,75.4171361440832,8339.5
328.4478,105.1885,158.390846073159,81.2414349397375,7187
324.5515,104.0077,151.972290531701,75.3457700311828,8286
318.9105,94.81194,150.635580222016,58.4146873212218,5439
315.049,95.83557,140.690756573612,54.2801205961845,6884.5
319.2736,95.23161,149.761563027944,58.5347197001891,5453
324.297,103.936,148.541961570287,75.4942723408412,8304
318.8584,95.45375,148.083406350436,58.9137993295294,5717.5
329.5908,104.2827,153.896766449414,81.6496935602346,6891
315.6248,97.13293,138.612968860323,55.1605213204242,6945
318.432,96.31284,147.774439421269,58.9222565141501,5750
315.8558,97.67474,138.33719712125,55.4915197838706,7013
314.7369,95.96734,165.755766639725,55.6644079826274,5725.5
312.9464,89.17747,174.242420901909,53.1663812118317,5754
312.4134,90.42938,172.426853499875,53.4400045936122,5611.5
307.024,93.47613,175.359967917151,53.624997526454,6354
308.669,99.67603,172.100529755506,53.90929772285,6141
316.6552,107.9903,164.963186922831,57.3230980635508,5410.5
320.0037,117.8484,162.67877660342,59.2031131825238,5083.5
341.1345,111.7104,120.15812324322,30.0951828373462,3484
343.848,115.6062,112.96677946871,30.1973289959095,3373
342.0218,116.0794,119.353122229982,30.9216164307613,3538.5
322.1797,134.9291,162.790519064362,95.3223059774053,6863
313.5446,120.889,162.895457775349,65.7056450874117,6206.5
311.6478,111.4086,152.240345495294,59.1026982299021,8038
310.9224,100.1937,150.196760137994,55.4770401903798,7610.5
307.9168,91.21751,161.889638043212,54.7823440793773,7751.5
309.511,88.85612,158.960301209152,54.5406386653036,7540
309.9849,89.77626,158.145047240966,53.7237946322967,7503.5
307.8816,92.87196,158.360525996976,55.52305052588,7694
310.3258,103.9308,151.011430852142,56.44285084643,7589.5
319.6671,111.4665,153.370710078623,61.4613417201711,5760.5
324.3649,123.2274,126.00986530318,59.3624965042757,7350
331.5968,131.5062,140.487550415854,85.922502348652,6061.5
