Target.X,Target.Y,Pupil.X,Pupil.Y
319.5583,157.5192,121.6379,109.3408
453.1134,157.6797,88.39365,124.2876
402.6874,190.7266,101.5244,127.9761
322.5558,245.8089,126.5671,139.133
210.5239,118.4842,150.8293,79.00315
333.2357,138.672,113.5394,99.05434
250.653,221.2567,143.7004,116.1782
388.7672,228.0928,105.7128,135.859
210.0508,203.572,157.1955,105.694
326.3385,223.1451,117.9752,120.884
