Target.X,Target.Y,Pupil.X,Pupil.Y
476.4558,129.0886,6.135508,215.9167
217.6862,203.9301,79.49884,126.9177
401.9567,187.8188,14.4093,156.3875
163.4913,147.5609,104.22,80.2569
249.3991,342.6363,108.2306,218.0828
379.8607,304.6995,41.57152,208.3753
412.3937,295.9329,28.5194,207.4059
290.8724,188.9351,47.59423,135.9465
219.8989,318.0757,120.2923,190.063
332.6094,211.2823,26.18697,186.709
