X,Y
215.0853,299.8806
215.6802,295.8628
214.3076,296.7017
213.4808,297.2372
218.6476,306.5651
217.8338,303.8542
217.1364,303.7707
216.1607,305.0945
216.2255,302.3832
216.4928,305.3221
217.2788,303.5753
217.2908,303.753
222.092,299.7496
NaN,NaN
386.8633,233.9941
389.3339,231.8925
389.2491,229.9464
388.3402,230.9798
387.2636,231.2146
387.3886,230.4371
388.2406,228.9896
387.0234,226.1763
371.4713,217.0125
372.7328,216.8888
372.9634,219.2763
373.4987,217.1207
375.061,216.9262
397.2562,204.1467
393.1266,208.575
393.6382,208.5918
395.0736,208.3262
394.2269,208.0291
393.8743,205.3905
392.8404,207.5339
393.113,205.9665
404.9395,208.1881
423.6522,200.266
421.5363,203.5692
421.1999,203.9917
422.0336,202.081
420.3898,202.3657
425.9301,236.816
422.4354,239.9363
424.3074,236.2218
422.8825,236.4895
423.2507,236.285
423.1955,235.4737
422.432,237.7709
404.0325,226.1478
379.6689,216.0414
384.9011,215.0164
382.6459,215.3484
383.3686,214.478
384.5518,215.518
383.997,214.1356
391.3889,214.1347
420.4437,203.0999
417.8317,205.0626
417.8492,204.3534
418.2708,204.2109
418.906,204.5297
419.5765,203.8318
421.1251,213.4753
421.1958,236.8132
419.6054,237.0349
417.5247,240.6761
415.4221,244.4496
413.7727,246.4068
411.2032,247.5954
408.8589,252.5851
406.4786,254.4668
428.5217,210.1545
434.0351,202.1216
431.3528,203.8891
431.7725,203.7635
430.9803,205.2791
431.2699,206.4649
418.0535,233.6904
411.3054,241.1591
409.4224,246.369
409.4706,252.7002
399.7902,272.3777
398.5558,270.7687
399.4044,271.5002
398.4435,270.2433
399.2718,271.8646
352.005,247.3668
361.4778,241.1748
365.5229,242.602
362.0439,241.6654
363.3195,242.4285
358.5695,247.5542
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
325.0527,249.0301
328.7604,246.5687
329.3277,246.5862
330.1299,245.7114
332.8521,234.6909
375.3155,192.6024
372.8441,197.5514
371.2545,200.8708
373.2987,196.6757
370.5898,199.3039
371.8816,196.8071
372.0615,197.6512
370.3323,199.0948
370.7785,198.4463
371.5806,198.2957
370.9843,199.2578
374.0456,183.2154
380.8949,146.3892
385.7498,183.0653
NaN,NaN
384.4048,150.2626
383.1185,151.2382
379.1331,147.4049
381.8173,149.6616
NaN,NaN
378.8079,148.1404
NaN,NaN
NaN,NaN
377.319,146.099
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
374.5407,147.8552
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
352.0002,246.1958
358.4875,238.621
365.0886,235.2878
372.9537,230.1793
377.279,227.0155
378.8524,223.158
384.8064,157.2777
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
385.1001,197.1745
382.2685,194.4505
NaN,NaN
385.8076,186.4984
386.0353,189.4709
316.6,240.5911
272.5015,267.9022
273.5931,268.4512
273.3777,267.5842
271.6143,267.7682
271.4584,268.267
270.3965,268.4665
270.6271,268.8606
269.44,269.6796
276.1476,269.8541
335.9062,279.65
332.7405,281.1355
329.803,279.6765
329.8303,279.7368
328.3453,280.1668
327.5143,280.7403
326.8441,280.6245
325.2732,281.5494
364.8698,296.7468
372.0836,313.0049
366.6196,314.8767
367.6634,316.5726
366.9857,317.5773
366.7732,318.0011
365.5507,320.3936
364.9004,321.0742
NaN,NaN
428.9897,237.9097
429.7283,240.6297
427.2504,244.9999
420.1,266.8992
419.1474,271.7461
414.2802,270.3717
413.8994,271.085
416.3492,272.5334
412.6324,274.3735
NaN,NaN
344.5739,220.9723
370.0886,206.0781
371.5637,206.5611
373.3934,205.061
373.0361,203.1889
373.3999,202.4287
373.3388,202.427
373.8701,202.0204
373.5538,204.1809
372.8373,205.1257
372.9566,204.3898
376.1551,202.1389
372.7511,204.2736
375.4446,200.7203
354.2337,205.1875
283.1449,206.0526
300.9013,210.1385
299.4543,211.6142
303.3648,211.8883
304.0268,213.4113
306.3386,213.3774
314.7621,211.2445
384.6064,178.11
383.4497,189.0711
382.1343,192.3089
376.7204,190.0673
378.5436,191.754
379.2931,186.162
377.8922,186.5994
382.3302,185.8488
387.4386,176.2294
389.0123,178.2895
389.5972,173.0019
389.0623,174.9716
389.0441,172.963
389.8831,163.8239
388.9126,168.6978
385.8263,159.917
380.0622,154.2448
NaN,NaN
NaN,NaN
404.4913,140.5676
406.3778,143.4667
410.3426,147.4942
410.8102,146.7986
410.4911,146.9441
412.7139,148.6648
412.588,149.6522
410.1988,143.7066
408.889,145.8379
409.1141,145.1592
408.8246,144.9943
408.1268,143.1156
409.5905,146.4468
393.9271,144.4522
384.6136,137.0793
391.5597,144.1292
390.0212,143.1964
388.7278,137.3897
387.2205,139.1975
389.8176,140.9621
390.1183,142.4821
391.8862,145.0291
392.0745,143.4737
388.2772,138.6974
392.5138,142.8397
393.7017,147.9448
391.8647,145.4885
392.9915,146.1145
393.1901,147.2294
401.3676,156.373
401.2639,159.3483
400.0026,159.0649
400.511,158.0646
400.0707,160.4207
400.7826,159.3988
399.4107,159.4902
399.2696,158.6911
398.0959,157.9731
398.1357,157.9796
398.3373,153.9703
402.3963,146.9212
