Target.X,Target.Y,Pupil.X,Pupil.Y
394.5897,71.1211,21.06226,201.3088
131.0066,88.19664,81.62217,191.6816
222.6486,264.4674,56.89819,248.4747
285.3798,193.0307,38.04462,228.9565
285.6005,193.4364,37.90471,227.95
199.5067,123.7993,59.78947,204.5503
358.6037,111.6325,25.35699,210.0903
365.4272,262.1371,22.29682,253.4165
432.6778,270.7169,14.23613,252.6901
195.6153,272.4695,64.03505,246.2927
