X,Y
198.6288,426.8302
196.3619,422.3858
194.8157,419.4149
192.4106,415.3182
190.7584,412.8911
188.2878,409.4944
186.8245,406.4504
185.7726,403.4114
185.8956,402.6943
186.1042,401.8071
186.4371,401.8606
193.468,399.66
273.3817,349.9612
273.8826,353.1369
274.863,353.054
275.5366,352.7495
275.6565,352.8465
277.9533,351.4598
296.8219,329.7065
297.213,331.1708
297.6741,331.3884
297.8782,331.131
298.2872,331.5953
298.6443,331.7296
298.7229,332.1795
298.6909,332.4839
298.7137,333.0732
299.1064,333.19
299.3142,333.0848
299.7234,333.0513
299.3267,332.6801
301.4872,330.1166
306.3326,309.448
306.249,311.1957
306.3265,311.0225
306.3204,310.9812
305.6237,311.3341
305.0561,311.7471
304.6128,312.2104
304.6194,313.2178
304.6135,313.3962
312.4945,330.0435
310.7377,333.1601
310.8678,333.3795
310.6796,333.6041
310.4565,334.3562
310.8441,334.4652
310.8334,334.6102
310.4157,335.1135
310.0705,335.4108
309.4576,335.5476
308.8153,335.4923
308.0728,335.0904
307.606,334.6944
307.6824,334.9716
307.9162,334.116
326.3434,340.6807
338.1156,346.0284
338.4055,345.9703
338.7701,345.8595
339.0243,345.9037
346.8159,327.3089
346.4092,325.4563
346.6283,325.0336
346.62,324.9341
345.4493,324.6693
295.6983,313.6454
296.0908,312.3364
293.0824,313.0121
297.8314,316.9349
299.1538,318.7791
300.2308,319.8471
307.1566,326.6022
357.9656,363.9296
353.7343,366.0093
353.1965,367.857
353.307,369.0312
352.8086,369.4417
352.7603,369.4932
352.4116,370.4044
352.2273,371.2456
323.3188,344.7422
305.6357,328.5064
305.347,329.8466
305.884,330.5294
306.2402,330.6345
306.8716,330.3939
307.0684,330.7535
327.4581,328.3347
328.2462,330.0586
328.5311,331.1451
329.0518,332.2022
329.499,332.5237
329.8484,332.715
330.6214,332.547
331.075,332.4343
332.1357,331.4893
332.2851,331.5998
302.4096,315.2137
287.5814,299.524
286.4071,299.0933
286.9945,298.9756
286.8822,299.0486
287.2363,298.8021
287.0657,298.3424
286.2668,297.5898
286.3322,296.8277
286.0545,296.5945
285.9901,296.4624
285.7309,296.8998
286.1738,297.7261
286.2171,298.1103
286.0824,298.307
286.1182,299.0544
287.0753,299.0815
272.0629,282.1874
272.4771,283.1077
272.2861,282.6135
272.2707,282.1254
272.015,281.7418
271.5384,280.9558
271.9327,280.7029
272.1063,280.7729
272.2115,280.5705
271.9229,280.4103
272.1933,280.5998
271.6131,280.345
270.9994,279.9682
270.8901,280.0958
271.3785,280.0208
272.119,280.5104
272.7758,280.9178
274.0782,281.1938
275.0552,281.9287
275.7495,282.5688
276.6979,283.7325
276.5279,284.3007
275.7242,284.0896
275.2824,283.3636
275.2581,283.2695
274.4205,283.0405
274.7547,282.9926
274.8178,283.0045
275.5351,282.899
275.9905,282.6619
275.1608,282.2537
274.5777,282.0525
273.9146,282.1738
273.6444,281.8545
273.5027,282.0235
273.8289,282.0799
273.8802,282.2847
273.89,282.5285
274.1156,282.6276
274.1416,283.2504
274.3108,283.1733
275.487,283.8444
275.9011,285.1673
275.8113,285.9179
322.8038,315.7133
382.7991,377.6873
405.2751,435.3342
401.3425,438.5807
402.8136,438.4137
403.7972,437.1187
406.553,437.4188
419.122,429.2406
419.7654,427.9333
420.3794,426.7554
420.1881,426.5392
419.7872,427.517
419.4146,428.3545
418.0474,430.6959
419.1167,428.7751
418.1888,428.515
414.6271,421.1895
360.8846,417.2704
204.2778,702.051
NaN,NaN
137.9677,668.7488
264.6958,292.5492
250.6121,272.4925
262.0345,278.911
263.9283,279.5387
265.5184,279.2935
266.6851,279.4336
268.6814,279.1801
270.2158,278.9836
269.8602,278.7474
268.9908,278.1726
268.281,277.8397
267.0796,276.3092
266.7744,275.3098
266.6614,274.9734
266.7915,274.6071
266.7017,274.2811
266.6619,274.1579
267.1328,273.7627
267.0845,273.6464
267.2993,273.5737
266.7492,273.0667
266.1661,272.7004
265.9648,271.7967
265.9393,271.4188
265.4745,270.3892
265.6704,269.3795
265.3629,268.3688
264.8854,267.0646
264.4641,266.3006
264.6682,266.6507
264.3585,266.8509
263.7161,266.8315
263.4533,266.3602
263.2438,266.5225
264.7027,267.1599
265.3035,267.379
266.2072,267.8106
266.494,268.172
266.6184,268.3934
266.4564,268.3698
266.5676,268.5513
266.1094,268.1573
265.7056,268.087
266.014,268.2354
266.1011,267.6624
266.1356,267.6117
266.1938,267.8865
266.4934,267.681
266.2239,267.7128
266.2123,268.0634
266.3172,268.5521
267.0725,269.2618
267.2901,269.6417
267.5197,269.9784
267.5508,270.3074
267.8918,270.1952
267.6492,270.0479
267.4202,269.899
267.0559,269.3659
266.5597,268.5366
266.4682,268.1302
265.7799,268.1634
266.3759,268.2855
266.9708,268.5314
267.765,268.5432
268.4894,268.7398
269.0132,269.0709
270.1431,269.509
270.8722,270.0798
271.6194,269.7932
271.2816,269.6721
271.1142,270.0587
271.1763,270.293
271.0347,270.4256
270.9288,271.0665
271.5467,271.6066
271.7665,271.8306
272.2661,271.9554
272.6196,272.6251
272.7643,272.9376
273.1092,272.8932
272.7814,272.9812
272.7188,273.3148
273.0481,273.6219
273.1787,274.6305
272.8507,275.7802
273.0815,276.5437
272.7173,277.2255
272.0935,277.6798
271.5829,277.4955
277.5627,276.3198
315.6457,262.51
316.1283,263.188
315.9077,263.4859
316.3941,263.8954
315.8168,263.6897
315.4969,264.083
315.1364,264.0524
314.6922,264.239
312.7669,264.4005
310.4384,264.5941
307.5562,265.1899
305.9815,264.7939
303.6794,264.4419
300.8538,264.4042
297.3616,264.0772
293.9699,264.2538
295.8962,269.2758
319.5947,355.4867
310.0341,400.9793
306.3167,404.9816
300.8186,414.1119
299.1525,415.3829
297.663,416.3406
295.7124,417.234
