Target.X,Target.Y,Pupil.X,Pupil.Y
368.4405,312.4662,80.00935,115.0287
207.6209,312.1182,162.581,94.08676
423.8129,332.0413,58.82952,127.4932
173.2627,329.4545,186.9863,99.76365
290.5713,210.7943,82.939,53.7002
291.5344,209.3136,81.69267,47.22526
333.1353,132.2142,55.07051,28.51894
190.2357,146.4816,144.544,14.13471
152.3721,103.0126,151.6048,7.340299
287.3405,157.5865,74.13673,55.81831
