Target.X,Target.Y,Pupil.X,Pupil.Y
349.1412,283.3111,200.3279,147.3362
258.4642,359.3673,250.8411,171.5265
337.1751,385.7881,215.4106,188.0475
169.9537,404.6148,260.0806,164.3973
209.5111,371.6295,283.9879,185.1241
416.2793,433.3058,197.6959,194.7646
285.032,310.4415,268.1154,158.9902
436.4835,207.8477,185.5826,141.7067
168.7898,256.1868,316.2629,127.4804
91.45789,221.4259,333.8298,113.689
