Target.X,Target.Y,Pupil.X,Pupil.Y
163.0882,123.0255,217.3625,231.4606
274.434,49.42352,173.311,213.1552
448.9763,217.2069,136.5558,259.6618
283.2508,52.86928,171.2871,213.0289
399.6138,171.6239,146.806,246.0833
191.4722,29.11926,196.4917,209.2647
218.7403,218.9383,198.5822,257.8676
426.0866,121.4574,146.0411,235.2389
518.6647,51.20906,127.1319,226.1872
149.1702,38.85887,208.6278,214.8243
