X,Y
233.8553,392.0292
230.1792,388.8657
225.6458,384.5916
221.6153,381.4838
218.0382,378.0526
214.7459,375.5679
212.5478,373.5291
212.4383,371.6972
211.7972,370.5367
211.6912,368.832
214.264,367.3773
336.8202,310.4537
360.7236,291.4337
359.7111,292.5885
359.5112,292.5367
358.8846,293.0158
358.5166,293.0131
358.7602,292.6695
358.5031,292.543
358.4686,292.8296
358.2804,292.9449
358.1819,293.245
358.0831,293.5683
358.1404,293.517
358.2817,293.363
358.6946,293.7825
359.2151,293.5872
359.5753,293.5884
360.0602,293.3798
360.3505,292.8255
360.1711,292.0138
359.7844,291.7064
359.6123,291.8055
359.5827,292.322
359.8469,293.1752
359.3475,293.4623
359.6882,293.6608
367.2016,292.9197
370.5391,288.427
370.4262,289.0725
370.8311,289.3823
371.2468,289.9829
371.7735,290.3088
372.2425,291.29
397.6241,318.068
403.6283,329.7223
403.7553,330.9631
403.9626,331.5815
403.9404,331.7422
403.4251,331.8579
403.3375,332.1364
381.7416,315.7889
371.5801,305.5035
372.0623,305.5941
371.9447,305.2679
371.8892,304.8942
371.5207,305.1645
371.5276,304.6502
371.4467,304.367
371.5293,304.2888
371.3179,304.4881
364.4992,301.3686
363.0906,299.238
363.4178,299.4653
363.6731,299.1285
363.4313,298.936
363.1726,298.6558
363.4424,298.6788
363.242,298.8951
363.173,298.7856
363.1523,298.6595
382.9852,311.4082
382.1077,311.6218
381.6547,311.7938
381.7413,311.6351
381.7122,311.3292
388.5877,319.8415
407.6132,342.5209
406.8027,344.8511
406.2485,346.0784
406.4298,346.998
406.5161,348.0158
405.681,347.6794
381.7311,309.8545
375.4824,296.9273
375.8743,297.413
375.6841,296.7389
375.8583,297.3277
375.9977,297.2302
375.9175,297.8181
375.8096,298.2197
376.0916,298.5728
376.2496,298.803
362.8731,284.2654
362.7034,284.4641
363.2032,284.7586
363.1082,284.1903
363.0214,283.7432
363.1423,283.4046
355.1643,271.4353
349.5792,257.5301
349.2885,257.3712
350.2635,257.4232
350.3717,257.6207
350.1219,257.6
350.0928,257.8469
350.3315,257.4521
350.5414,257.2744
350.7701,257.3604
351.1983,257.6767
351.216,257.6284
351.3019,257.6318
351.8332,257.5019
351.8591,257.5188
351.9314,257.0579
351.8777,256.4869
351.9175,255.8775
345.9869,247.5072
345.9625,246.4525
346.2594,246.342
346.2803,246.1639
346.6893,246.2909
346.6343,246.3045
346.7555,246.5371
346.735,246.3649
347.2996,246.4718
347.5544,246.7311
352.9092,252.2166
352.9159,252.4591
353.6246,253.601
353.9993,254.1895
353.8762,254.7713
354.2431,255.5822
354.9912,256.8142
355.2073,257.5632
355.3827,258.2795
355.259,258.1569
355.7251,258.3509
356.604,260.6122
NaN,NaN
NaN,NaN
352.2375,261.6208
349.2118,247.7612
350.5554,247.8786
351.9256,247.4677
352.2791,246.9535
353.2293,247.3978
353.6562,247.8301
354.0004,248.4644
353.9641,248.891
354.0417,249.1481
354.5539,249.7181
355.0344,249.9236
358.6257,253.7071
420.9255,334.4506
437.4034,397.3588
437.0944,400.8309
436.8394,402.4828
436.5937,406.5645
438.3051,422.1689
437.5978,422.9559
437.3741,422.8617
436.9454,423.2783
436.4379,423.069
436.1255,423.064
436.0992,422.1029
429.657,406.7471
393.6443,352.003
390.2899,349.3298
390.5755,349.6165
390.6691,350.8654
391.096,351.8693
391.5073,353.5126
371.2016,316.6346
351.3467,265.041
351.4202,262.1566
351.4866,260.025
352.076,260.6793
352.4846,261.3208
346.7959,248.3234
346.0105,248.5171
346.8007,248.7022
347.2326,248.3989
347.4015,248.6716
347.4213,248.7106
347.6362,248.8259
347.8338,249.08
348.0136,249.6159
347.7795,249.5985
347.3928,250.0665
347.3199,250.1134
347.539,251.1622
347.934,251.8411
