Target.X,Target.Y,Pupil.X,Pupil.Y
222.2953,147.2139,54.18834,212.7562
278.5029,218.089,38.76851,237.2607
328.4505,116.2389,28.20024,206.4641
92.35223,81.32241,88.47187,188.5972
389.6724,63.31577,19.82518,197.4926
189.6956,279.068,66.00213,253.9434
253.2629,204.1192,43.61659,228.1524
336.6185,270.9853,25.99566,253.9879
422.5536,280.3756,14.66235,256.5557
161.1954,292.9388,79.35469,254.493
