Target.X,Target.Y,Pupil.X,Pupil.Y
138.1114,303.9506,278.0856,168.6526
428.3271,331.7522,157.3895,198.1076
372.1526,288.4381,169.9413,178.0513
186.5993,268.9257,249.3017,154.7934
277.0338,194.3557,197.924,134.6884
155.2502,80.00146,235.0201,92.28191
397.5702,101.498,151.7446,120.2937
273.2516,198.2957,201.9492,136.4996
443.1962,73.00832,138.9516,121.1287
107.5814,116.7455,261.9382,102.2439
