X,Y
290.0209,50.14288
291.389,50.32025
289.8177,50.69333
289.4633,50.68307
289.7886,50.63715
289.7673,50.90805
290.4058,51.61536
266.7976,93.92715
246.2069,134.6478
245.316,136.0205
247.4076,134.4725
249.2915,134.0953
250.2539,134.5421
250.1503,134.562
248.4472,133.9515
237.6463,138.9573
322.5883,224.524
NaN,NaN
NaN,NaN
NaN,NaN
297.7642,444.8823
316.1686,407.1902
318.0963,403.2362
324.3932,388.2296
323.3479,390.2439
324.2984,386.2233
320.4002,386.0582
320.1736,387.0586
327.632,379.8745
334.1075,375.5103
328.6758,377.5681
331.7512,372.2955
328.2659,371.5492
323.1082,369.8344
324.5682,369.8706
323.243,367.5258
326.4513,371.1063
236.1295,382.0546
141.4794,379.1229
111.6091,356.9795
113.7188,356.4339
119.4922,360.2838
126.4783,363.3541
135.308,361.7742
141.8535,361.2233
148.3351,363.3818
149.5634,365.139
167.8069,350.5948
272.4138,223.1183
321.1665,147.5977
327.6895,152.2884
330.7943,155.7891
331.7681,156.6671
332.4473,159.0923
333.1969,160.9225
333.0892,162.1854
332.403,165.138
331.9478,168.5748
318.408,161.6517
319.9062,163.9669
319.3326,166.0896
319.1011,165.4371
319.1348,167.0891
320.6525,167.6399
