Target.X,Target.Y,Pupil.X,Pupil.Y
306.4978,127.203,36.60063,217.7987
315.6369,143.8873,36.48075,226.9668
270.3952,209.8263,45.50163,236.8629
164.2636,94.2252,74.39471,199.8851
187.0303,131.2709,71.26337,213.2357
340.028,253.8221,31.84822,266.0565
201.557,254.5235,64.52396,250.6346
338.3248,96.67657,32.91056,213.2604
167.0013,259.2593,75.33496,253.9041
330.9846,242.4908,32.09545,254.212
