Target.X,Target.Y,Pupil.X,Pupil.Y
158.8223,353.4507,259.7447,78.04769
282.9351,242.4841,207.4592,58.18962
382.4269,141.0728,170.4564,41.91137
377.5242,308.6301,187.6822,77.08303
211.2072,300.4217,236.4251,69.87257
433.1614,335.2735,176.5834,86.99821
91.10327,68.02744,208.7429,19.25359
178.8434,123.7628,224.4834,10.18714
288.4266,216.6582,200.9938,49.60728
462.565,38.77238,211.8635,18.63898
