Target.X,Target.Y,Pupil.X,Pupil.Y
339.4149,212.0912,166.4656,142.2467
331.4048,220.7493,174.0967,151.4818
228.6646,344.3622,218.6225,185.9693
408.0264,334.1586,127.6317,188.055
408.368,130.1083,134.9858,122.823
159.0408,378.4289,247.9525,193.1995
480.4183,54.10651,112.7614,109.0616
463.8113,371.8254,124.8714,205.6882
103.043,53.68426,235.2462,82.61862
197.4194,119.5813,206.6113,104.1881
