Target.X,Target.Y,Pupil.X,Pupil.Y
279.7733,207.7816,222.412,166.5156
335.4234,285.0643,202.7962,209.8738
106.6922,73.33354,287.1096,99.04231
136.476,331.6328,306.7306,207.6137
255.5451,200.5107,230.584,164.2651
377.5158,305.3212,190.4163,222.0791
332.4361,130.2324,192.1896,148.7398
158.2585,129.3758,267.7333,128.6444
187.7686,280.5313,279.8828,194.7076
261.004,75.38525,209.7681,138.647
