X,Y
237.3243,336.9812
227.9935,333.583
220.2789,330.7597
216.2169,329.2109
210.9039,328.2653
207.2199,328.0854
204.6881,328.415
203.7491,328.8813
204.723,329.8834
205.2681,330.4209
206.1023,330.9076
206.3626,331.3534
205.5877,330.8218
277.6711,310.3244
320.4944,281.906
323.9021,282.8274
322.7159,281.584
321.8497,280.6504
320.364,279.3503
319.0764,277.9923
318.5483,277.0909
317.7977,276.103
317.2139,275.2131
329.6381,278.8654
335.3713,277.9713
334.8831,277.4221
333.8253,276.423
332.1887,274.817
330.2796,272.8977
338.9392,281.1104
339.9132,282.1995
338.9836,281.2866
337.1844,279.5935
335.9286,278.3719
334.6705,277.1277
334.3055,276.7597
333.5068,275.9707
333.0165,275.4865
332.4761,274.9604
331.4453,273.9212
330.6308,273.0912
330.1272,272.5775
329.5246,271.9534
329.0019,271.4093
328.2071,270.5517
327.6058,269.8868
327.2779,269.5251
328.2783,270.6153
329.2872,271.7003
331.6252,274.1667
348.6591,289.6308
358.1918,296.8066
358.8626,297.2195
356.2705,295.2775
355.0514,294.3578
351.796,291.8282
349.6187,290.0685
347.8735,288.6712
345.9917,287.1202
344.7442,286.0939
343.8379,285.3387
342.5822,284.2824
341.805,283.6225
341.2934,283.1895
340.9566,282.9132
340.9466,282.9252
340.9989,282.9866
341.0783,283.0731
340.5388,282.6692
339.9812,282.2581
338.7822,281.3476
337.6422,280.4533
335.8849,279.0952
333.4644,277.1644
331.9424,275.9955
330.6547,275.0524
329.5595,274.2931
328.3309,273.3811
327.3185,272.6032
326.7229,272.2537
325.7049,271.475
325.0554,270.957
323.741,269.8221
321.8455,268.1691
320.1556,266.7006
318.9797,265.6277
317.6059,264.3333
317.5811,264.1919
317.57,264.0526
318.0639,264.3458
318.606,264.7372
319.1928,265.0831
319.4921,265.1852
314.9979,256.519
260.9393,221.0664
250.6644,219.8352
249.9586,219.1298
250.5038,218.6752
251.1379,217.8461
251.9157,216.9202
252.6689,216.8665
253.7401,215.7332
254.285,214.5886
255.0448,213.8291
255.4571,213.3546
255.7252,213.082
255.6124,212.9528
255.6463,212.4793
255.8322,211.9987
256.1915,211.1346
256.5446,210.8279
257.088,210.4213
257.5352,209.9913
275.7356,234.9166
274.7154,232.2042
275.0928,231.9504
274.8755,231.0609
274.6898,229.8558
274.5638,229.11
274.6817,228.4547
274.4869,227.5652
274.3202,226.8457
273.9298,226.2638
273.5255,225.5103
288.9962,229.8022
313.1884,258.317
312.6384,258.0847
312.4541,257.7116
312.3436,257.3438
312.0834,257.0323
312.0313,256.981
312.3516,257.2863
312.6101,257.4684
314.9808,260.2127
330.8079,275.9979
330.5839,275.8192
329.59,274.966
328.8093,274.361
328.5745,274.2079
328.6012,274.1625
328.029,273.6783
327.2544,273.122
326.9887,272.9539
326.3204,272.4415
326.2425,272.4556
325.5795,271.5217
302.8479,241.5717
256.0652,205.8136
258.0125,205.7988
258.1883,204.6651
258.2618,203.8107
258.8788,203.0699
259.2081,202.1485
259.9663,201.2774
260.2414,200.2725
260.839,199.2418
260.732,198.4527
260.9294,197.6236
260.9684,196.0649
260.697,193.3631
259.0834,191.8033
273.8104,191.1484
286.1835,206.3185
279.0623,199.0065
279.7422,201.4824
279.405,201.6125
279.0117,200.9821
278.5017,199.82
278.1341,199.0925
279.3711,203.479
285.8734,225.446
286.4132,226.074
286.805,226.2729
286.6648,225.774
286.5145,225.5416
285.9922,225.1326
285.369,224.7149
284.6029,224.3184
283.9837,223.9123
282.4754,222.6627
282.2038,222.8223
282.0261,223.4395
282.5529,224.7039
305.0991,253.7993
317.5006,265.4843
319.6142,267.3832
319.0629,266.9726
319.0709,267.0193
318.66,266.8377
318.4921,266.833
318.432,266.8606
318.2609,266.8775
318.1107,266.987
317.4216,266.7133
317.1558,266.8299
316.7042,266.7173
316.6927,266.9911
316.16,266.6749
317.4859,266.2808
314.6627,260.3469
293.7901,232.7281
290.5042,230.9578
290.4872,231.9754
290.0822,232.2491
290.02,233.3481
290.8437,225.6197
283.878,195.7862
283.5135,194.5187
283.3932,194.1174
282.8773,192.6535
282.5642,191.6968
282.371,191.1386
282.0639,190.1996
281.9276,189.8197
281.7396,189.2976
281.6845,189.1919
281.5624,188.8109
281.4717,188.6303
281.3421,188.3273
286.1816,205.1099
291.0968,219.1914
290.9978,219.9613
290.6646,219.48
290.4232,219.0129
290.1198,218.8041
289.9662,218.387
289.968,218.321
289.8212,217.8233
289.6162,217.262
289.6134,217.1431
289.6033,217.1121
289.6158,217.0328
