Target.X,Target.Y,Pupil.X,Pupil.Y
209.7139,213.0584,193.8016,76.5206
328.2416,265.4911,157.4755,108.3434
363.6275,116.0399,134.7672,65.29626
193.3424,337.6756,222.8008,118.0133
337.3967,289.6582,158.89,109.6052
258.6849,169.8967,160.3921,65.63387
262.2371,102.3923,157.3552,52.87732
168.7623,334.7151,231.7967,113.3474
204.0695,93.6275,168.0987,36.40109
386.9582,364.4904,153.8535,128.5761
