Target.X,Target.Y,Pupil.X,Pupil.Y
213.5968,236.8403,58.53947,237.3893
347.832,78.273,29.26177,197.1629
267.0333,166.1281,43.68758,217.0462
102.3586,40.82808,89.88976,176.2097
345.1877,232.1467,27.23915,244.6259
395.9669,23.47763,24.63077,186.8174
196.8806,137.7762,65.94902,204.2074
276.686,206.4291,39.97333,231.794
402.2657,288.4675,19.92164,259.7654
170.7597,271.7717,75.01142,245.8417
