Target.X,Target.Y,Pupil.X,Pupil.Y
401.3576,263.0573,21.37076,253.9339
156.718,88.91233,73.10159,187.9989
267.1447,171.2302,42.96305,216.4721
356.7995,88.61202,26.19202,198.4543
112.9471,45.57652,86.11559,178.7367
208.6021,254.9121,59.98695,242.447
278.3087,179.6716,38.50296,220.3282
429.9596,33.59087,19.16795,192.5137
365.7165,251.5283,24.73669,247.9592
177.7915,297.5436,70.99297,252.4103
