X,Y
193.9991,345.6512
189.0278,341.0085
178.6135,326.257
176.4968,323.6743
174.5961,320.3513
174.1342,318.4586
174.6981,315.8818
173.9097,315.3041
174.952,315.1964
184.9802,303.7943
210.2596,264.1913
211.4752,259.6909
209.9605,253.8987
211.4007,252.1965
211.0948,248.994
286.692,147.773
298.623,134.9332
297.6681,131.8637
295.9289,130.9782
294.9254,130.4449
294.2551,129.8641
296.3896,130.7199
294.4219,130.5856
294.2598,128.871
283.8666,123.4983
256.5114,115.7551
260.8087,118.5858
263.4888,119.3963
267.7681,120.3978
267.6237,119.4668
265.5789,116.8355
258.4483,112.6079
259.6931,112.7993
259.1133,111.4876
263.5168,112.8642
289.5113,126.6751
359.959,542.7671
404.642,289.4813
299.7858,135.1911
276.6413,115.7949
286.2043,119.7046
292.6535,122.023
295.1371,121.7825
297.8821,122.9593
299.1572,122.5413
299.8903,122.5209
301.9802,124.196
302.5489,123.3737
302.496,123.4082
295.948,130.0762
294.4262,129.7094
297.4377,130.1045
297.654,129.0046
293.114,127.4489
312.9399,157.3434
444.6995,318.4747
349.6011,550.7818
349.8529,504.2995
NaN,NaN
322.6916,157.0372
311.7324,144.8548
310.8607,145.9107
312.3193,147.3899
312.4907,147.1156
313.4907,146.2141
315.6149,147.1111
324.5249,175.1548
326.3177,190.9048
326.9232,190.5413
327.0559,191.9338
326.4445,192.2329
327.7119,194.4518
327.8895,195.773
327.9516,195.7648
328.4743,196.05
329.4812,196.8601
330.0245,196.9582
329.6556,197.4846
330.7642,197.7346
328.9947,197.5639
328.4006,198.5088
329.2336,200.9102
329.2111,200.2405
328.3387,199.8901
328.558,201.0537
327.7197,201.4213
328.1992,202.3993
328.5831,205.4264
320.1861,199.4243
309.0453,188.2078
309.4952,190.5801
307.27,187.6625
306.1758,189.5998
306.5633,190.971
306.3317,192.6837
303.8583,193.2341
301.6806,192.427
302.6473,193.8823
300.0342,192.4185
299.6019,193.2848
300.8944,193.3428
298.5404,189.7007
264.6568,223.28
253.8381,266.9862
252.9193,266.1741
248.337,264.2548
249.622,260.8026
250.4571,242.7304
244.6296,260.3103
307.4709,566.2675
NaN,NaN
242.5326,457.6603
185.5244,298.3148
174.8247,280.8521
172.4027,276.3874
174.7,276.8098
175.2224,279.2648
176.9959,277.5568
176.5289,277.2737
185.942,259.9823
180.2969,235.0469
179.8924,233.5016
179.9852,230.1834
181.8626,229.3321
180.7071,230.3583
180.9117,230.2564
182.0244,229.6834
182.3521,229.446
182.8788,229.9849
229.9907,199.1891
229.6974,199.3691
227.9462,200.1473
227.204,200.7555
227.0691,203.52
226.6509,206.3392
201.757,222.9187
179.2413,243.4618
179.1289,244.8575
182.3324,244.805
182.1169,245.6133
182.8152,245.2454
184.2841,246.6719
184.9223,244.1813
185.5411,245.5648
186.6112,244.3177
187.1249,245.6757
187.3542,244.0742
188.2922,245.0836
190.2801,242.8899
190.7648,238.935
308.4988,539.4469
244.6456,691.843
NaN,NaN
267.614,308.7211
182.0672,260.5372
182.117,245.2014
184.5288,246.4214
186.7835,246.3866
188.2409,246.922
187.9053,244.8199
188.2409,246.9995
188.2858,243.6428
188.8432,243.2437
186.4171,243.7825
185.9731,242.5966
186.57,241.0881
163.0876,259.5212
162.5654,260.4182
163.798,261.8732
164.3226,262.3723
163.1805,261.485
162.3991,258.4962
162.4392,256.6143
162.6513,254.8105
162.4924,252.8412
163.1538,252.0796
163.3418,251.4081
162.8297,250.4484
163.9423,249.8266
164.9758,248.8161
166.3324,246.3544
166.2498,245.5864
167.7092,244.8276
168.8918,244.1184
163.8796,244.087
150.6603,241.5562
151.9091,240.9354
152.0379,238.4685
NaN,NaN
257.8717,623.9077
232.6146,650.2231
263.1321,362.0705
134.9258,267.8967
133.6415,248.8098
135.8788,241.7022
137.3632,243.1059
140.3102,242.7292
141.4405,242.598
144.2402,241.4249
147.744,237.9403
149.0406,237.0038
150.9502,234.5258
153.0367,233.0865
154.8193,229.5268
155.5388,227.4044
159.3275,225.9462
160.2391,225.8001
161.0581,223.9996
161.7381,222.5809
162.4152,220.8551
162.964,218.9215
161.6004,219.1301
163.8154,217.4768
167.5749,216.3732
191.9013,219.0204
197.1089,217.4452
197.133,216.3208
200.2185,215.5545
202.2047,214.6245
203.5045,216.1109
208.2933,222.8547
205.108,289.5023
206.4701,299.1807
206.8493,300.1407
206.9509,301.7907
207.4069,303.9302
207.6234,305.907
208.4895,307.2446
210.2819,308.0904
213.0981,308.7206
214.871,309.349
218.6719,308.1525
221.8228,308.345
225.986,308.4827
226.508,307.9889
228.7382,307.6808
230.0673,309.5358
208.8853,330.7229
208.6579,339.8391
208.3907,342.3257
207.2045,342.8249
207.5244,343.811
208.4409,344.1377
208.7995,344.2306
211.3015,343.5625
212.5595,343.153
214.5651,342.627
216.4702,341.2532
219.2317,340.0868
221.7499,338.4637
224.7767,335.7111
227.3781,334.2458
229.886,331.0731
230.2535,330.5238
230.8107,328.2211
231.9214,326.3036
246.7718,296.6211
259.8316,229.2169
261.4198,225.3869
261.8247,223.5579
261.1662,223.3529
260.1203,223.398
259.5009,224.1032
258.2133,225.5547
257.7581,226.7396
257.0435,227.802
256.7455,229.0008
255.7,230.749
255.0818,254.5872
275.1952,663.4698
263.5807,696.1591
NaN,NaN
309.9113,246.8159
300.9799,167.6745
289.9131,160.3147
294.7317,163.2153
296.2944,161.7183
296.054,162.4761
297.6783,162.3679
297.6599,162.1001
300.9321,163.0153
297.4639,162.3586
298.9883,162.9713
298.5313,163.1194
299.1986,164.6248
297.7009,165.2294
296.7537,167.0117
297.2183,166.1132
299.0673,168.8243
300.1822,170.5867
301.2793,171.9568
