X,Y
278.4178,279.4285
280.317,280.8083
279.8845,278.7025
280.6243,276.496
280.936,275.1846
281.4269,274.8151
281.8015,274.0643
282.8423,273.3177
283.4104,273.0937
284.0271,272.9873
284.1196,271.9136
284.7402,271.5023
288.4927,270.3123
376.595,228.898
383.1234,227.5081
383.2828,226.6292
381.9005,225.8844
380.5568,225.659
378.5663,224.2724
376.6751,224.0595
374.9196,223.4115
374.5742,223.587
378.134,188.5502
376.0729,188.5806
374.6443,186.0774
373.4436,185.268
372.1395,184.603
373.1539,183.1755
390.1633,165.9972
388.1907,167.1529
387.1099,165.3226
386.2175,164.8056
385.3208,164.5985
384.0431,163.4391
383.5865,163.1449
382.8665,162.8811
381.799,162.2463
405.451,181.3028
402.6595,180.8976
402.0232,180.9238
401.2823,180.3712
400.3782,180.5922
399.6723,180.7939
424.5826,208.399
422.4953,210.4993
421.8889,209.6064
420.7731,209.202
419.5785,209.6001
419.1794,209.8914
419.2463,209.3413
419.8245,208.9285
410.5984,206.7289
364.6454,194.061
367.088,193.7309
366.6895,193.8142
366.8242,194.1311
366.7083,193.4839
366.5523,193.1697
366.865,193.7583
367.9911,193.6374
386.4359,189.4839
385.1513,188.8694
384.7334,188.2525
383.9081,187.9146
383.9283,188.6114
383.379,188.1518
383.7317,187.4809
371.7149,180.577
515.2791,271.4342
510.573,321.7289
345.6113,196.3834
352.4754,187.3209
354.3552,190.6719
355.7536,192.3753
356.2018,193.5471
356.4705,193.9281
356.5844,195.2193
356.767,195.5043
356.2148,196.9803
356.5016,197.7428
370.9498,201.5695
409.4016,212.2903
408.0283,211.7946
407.5802,213.1823
406.9581,214.4088
406.3885,216.4202
403.5331,216.0776
394.7733,241.6254
491.4429,509.8506
500.596,460.9582
512.2993,210.8073
330.7854,214.0108
335.3864,206.3797
338.4229,206.9749
339.9789,208.2868
340.7486,210.0575
340.303,211.3516
341.4601,211.4259
341.7474,210.4922
342.1955,210.8936
342.222,209.4249
341.1539,210.6024
340.4114,210.9538
340.5104,211.2571
339.804,213.2011
339.6713,213.7594
339.634,214.9269
339.8826,216.6168
340.6457,217.296
341.5614,217.4904
341.8578,217.485
351.4645,199.6566
358.0653,178.6361
357.6473,178.8173
357.1351,178.9011
356.7673,179.1424
360.1494,144.1788
359.8048,144.7625
359.4721,144.6945
358.7997,144.3705
358.3922,145.5082
358.3391,145.706
358.4431,145.3689
357.2065,146.3428
355.8963,147.5451
355.5976,148.4268
355.2967,148.4648
358.3001,143.2579
358.12,143.2049
357.7998,142.8931
358.5396,143.6246
357.3322,143.9591
356.8468,144.1101
356.1136,144.7476
354.7677,146.6396
354.5193,148.4837
353.1056,149.388
351.8174,149.8956
351.3207,150.7571
350.6333,151.0668
351.1006,149.9491
351.6103,150.658
351.4382,150.1102
371.6191,195.38
370.7939,209.8907
368.9756,212.0454
367.6765,211.7333
367.1536,211.115
366.5934,211.439
366.7648,211.9442
361.577,207.5645
353.7747,163.2486
352.9431,165.5217
353.0558,165.6161
353.6766,165.5365
353.1877,164.7364
353.0309,163.955
351.2314,153.2357
350.3001,152.3633
350.3768,152.3662
349.2016,152.4003
349.6944,153.1082
350.1314,153.7491
349.2732,154.233
348.6991,154.8796
348.9333,154.0488
347.756,153.839
352.3824,156.0761
418.0746,205.1613
442.0504,279.5622
447.7964,310.8921
446.8033,306.1722
