X,Y
250.5968,226.1008
251.9292,221.3
253.0726,216.7306
252.766,213.5473
252.55,212.5105
252.5157,212.8774
251.4855,216.5418
251.6107,221.1864
252.0833,226.5325
252.8304,231.0741
251.9298,234.0293
307.4253,195.0152
347.3955,172.2596
346.1175,175.8621
344.3713,176.4269
343.6223,174.2986
343.6463,173.6996
342.4481,174.8108
341.0126,176.1607
338.9355,179.7901
336.6091,180.9775
334.7628,182.6491
333.7799,183.8152
332.8339,185.7773
299.0574,175.8213
264.2942,164.7825
266.5402,164.7809
266.8628,163.4149
267.6487,161.9344
267.3976,160.8842
267.1234,160.728
267.009,160.9608
266.7239,160.534
268.1573,158.5936
256.9846,152.039
236.919,135.0586
238.9866,132.4303
240.4745,130.5517
242.9621,129.7231
244.2701,129.7602
245.7073,130.1604
246.5478,130.3463
246.2095,130.1065
335.7852,148.9781
378.1152,174.3281
376.4759,171.3035
374.4898,167.0737
373.2941,164.858
372.0946,162.9563
371.4145,161.9948
277.7944,210.9816
252.1834,220.9014
256.1816,217.4413
258.3015,214.4114
259.4602,212.849
261.1695,211.2418
262.4373,209.8592
263.4343,208.6958
264.4996,208.1118
265.7905,207.4015
266.4277,206.5147
266.7713,206.3574
266.713,206.9321
268.4089,207.0579
331.5652,179.6192
332.5205,179.4733
331.2196,178.7278
330.4565,177.687
330.3356,176.7266
328.9597,176.065
370.4044,199.6007
383.7415,216.5336
383.6784,216.3432
383.5917,214.4729
383.2244,213.4996
379.9742,206.2358
433.5092,197.0935
360.772,409.8264
421.0153,128.9883
303.249,130.9165
308.6582,134.6186
311.5328,137.9651
314.9065,143.65
318.2634,148.6421
320.5249,153.4644
322.263,164.3464
322.1831,169.8317
320.9666,174.7597
320.8654,177.0907
322.0779,175.2281
316.5953,170.5116
279.75,172.3453
284.8205,164.0543
294.1606,154.6231
303.8344,153.0619
310.0193,149.6434
313.292,143.0856
313.6668,133.6369
313.6125,125.9058
339.2994,108.5234
299.8833,7.645866
296.5713,6.303322
295.4914,6.836878
282.087,-0.5600586
265.4857,-9.403437
246.1202,-19.02467
231.7024,-26.52709
219.1671,-31.2299
215.0997,-31.38549
212.6392,-29.21032
213.5219,-29.92979
217.7408,-28.55874
229.0011,-27.23038
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
252.3034,-6.439632
257.7596,-7.080482
267.2636,-21.88686
276.4948,-21.15047
282.0591,-17.96166
287.6904,-13.6827
296.4334,-5.11655
322.7774,87.68458
330.1532,98.067
336.0203,107.2025
337.0992,109.0414
338.4824,112.7136
339.9974,116.2644
339.8492,121.2805
367.4468,137.4603
385.5482,156.204
382.6086,159.4996
379.483,157.2355
376.9867,152.1454
375.9697,150.0252
375.709,150.1944
374.7389,150.6294
373.8563,152.7721
369.7212,160.1804
365.1696,146.5173
255.7419,576.6567
325.9152,469.6282
391.274,236.4613
398.8641,102.4851
342.704,111.5313
339.1814,127.3033
348.547,154.5779
347.9183,156.3135
345.671,156.9942
332.6564,119.9859
329.5529,126.1027
378.9297,100.7955
376.0581,191.4842
401.4416,245.8412
354.2652,245.5914
345.3394,248.8065
347.0734,254.6986
350.3484,238.2286
345.263,236.3837
399.123,232.1227
433.6923,99.82327
418.9673,61.11388
378.7418,299.3215
380.1617,291.6294
381.5583,280.4314
382.2602,273.9651
382.5043,266.9625
376.431,292.4698
370.2276,320.8199
370.8608,314.3258
371.4397,307.6784
372.0716,300.6277
372.5736,294.2646
371.7979,289.9862
370.5392,285.8038
369.0884,281.5314
368.1718,277.5625
406.9317,41.8593
347.0187,191.7731
343.9537,186.7128
341.7789,184.9183
339.1273,184.2687
334.494,183.602
331.6607,182.8836
327.0726,181.9396
322.3487,180.5157
369.7951,210.9926
382.9549,222.8288
312.8406,-35.7462
379.8931,211.6204
376.2103,205.023
372.3828,203.4231
366.1699,203.791
359.1878,204.5394
357.3907,205.2668
381.7052,213.0602
380.9627,209.8643
379.6399,205.9824
378.2494,203.1978
376.1363,202.1994
372.8243,202.4565
370.0239,201.5685
368.362,201.0143
365.5514,200.1626
365.1299,199.3449
364.7306,199.1053
363.7605,199.7056
363.4421,201.0872
363.6546,203.1651
364.0251,206.0502
363.8174,206.1949
363.9362,205.5682
363.8623,207.6607
360.8407,211.0797
358.7968,212.022
353.3483,213.545
346.2704,213.7843
342.1252,213.4029
334.1517,213.6146
330.6127,213.6865
