Target.X,Target.Y,Pupil.X,Pupil.Y
435.4843,365.1233,127.9867,217.4414
360.9489,297.9682,152.0649,193.1428
431.0451,223.2046,128.8151,166.7153
290.2886,374.9233,180.9918,226.0439
489.6093,404.13,115.2549,231.4592
483.3329,164.4587,133.9826,163.2414
246.1627,404.1551,206.2548,235.3575
392.2969,293.5565,134.3229,199.2356
262.2901,237.0179,186.5364,168.2417
179.1081,201.9992,213.4214,148.662
