Item1.Centroid.X,Item1.Centroid.Y,Item1.MajorAxisLength,Item1.MinorAxisLength,Item1.Area
163.2199,203.9565,25.0338784547627,20.5539535573419,536.5
163.0346,203.8987,25.2847783932926,21.0235313468996,554.5
163.0184,203.8215,25.2742541875623,20.6266763025817,542.5
162.8791,204.1369,25.1455862229558,20.333734326916,532
163.3127,203.7154,25.4651133179147,20.3515829367492,540
163.1786,203.7437,25.6857458349516,20.7411931835449,556
163.0683,203.8565,25.4311428346175,20.6340005300473,547
162.9949,203.9091,25.252540371916,21.0340213285253,554
162.9678,204.0482,25.4699118793554,20.8239124272559,553.5
163.433,204.0581,25.0920270749566,20.438092979078,533.5
162.8099,203.9945,25.3524937770624,20.6823419087174,544.5
162.9263,204.2292,24.9995384029465,20.8199958691157,542.5
163.0206,204.3212,25.3748845174476,20.3604278133807,535
163.2881,204.1947,25.3229766006086,20.0764200584324,526.5
163.8136,202.1883,25.3585092179499,20.1405069726914,531
163.7906,200.0249,25.2827991004868,20.6480589236628,542
163.5091,200.599,25.3883288102329,20.6325387377407,547
163.5687,200.6718,25.5895233832033,20.8470686987906,556.5
163.5962,200.4564,26.1810264810691,20.8789079331987,570
163.6337,200.6012,25.882926066833,20.929469676653,565.5
163.667,200.6499,25.8779411332749,21.0205059090044,568
163.6851,200.8268,25.4798436177799,21.0819628912855,560
163.9625,200.5132,26.0239723438557,20.3921778974328,551.5
172.1826,193.6353,25.9561415708419,21.7920660236486,590.5
174.7141,191.993,26.04281510276,21.7070253843468,590.5
174.7531,192.1588,25.1803845245115,21.7851479479516,573
174.9266,191.8974,25.6137106140827,21.7304210663525,581.5
174.9733,191.9466,25.7460055463521,21.6176040491272,581
174.9625,191.5706,25.9072709022733,21.6874453294334,586.5
175.0091,191.6353,25.8725643761587,21.6087755428788,583.5
175.2163,191.4501,25.615011149506,21.6186634913756,578
175.1649,191.3941,25.4844250501482,21.8082436496579,581
175.4156,191.2989,25.8118432145393,21.3568749630157,575.5
175.5043,191.2081,25.9591045485461,21.5865363463777,584
175.0533,191.512,25.1214058793981,21.937057743282,575.5
170.4387,194.4025,25.7829000811224,21.0592149617339,566.5
170.6785,194.2956,25.6835106995499,21.1933007788723,566
170.509,194.4604,25.8537744053701,20.9869126152797,566.5
170.6326,194.0816,25.980090548511,21.4588638323414,582
170.9527,194.4901,26.1967937777636,21.3193803321382,581.5
170.8364,194.3944,26.7104285028171,21.7510396336801,606
170.7338,194.1206,26.5996077475622,21.714640134684,601
170.9275,194.0692,26.6772616341849,21.9477300675905,609.5
171.4664,193.9369,26.99549024528,21.8934596031919,615
171.557,194.0958,27.2606268516381,21.9423635105173,624.5
171.6604,194.1251,27.3941553783056,22.3421175243123,638
171.6302,194.0102,27.4224656917472,22.3658626498338,640
171.6864,193.9667,27.8395982423798,22.9129848540917,665.5
171.7363,194.0012,28.1869627954393,22.9579947566694,675
171.7075,194.032,28.0116596021651,23.199686974822,677
171.9463,194.1365,27.6933804503249,23.372139922466,673
171.946,194.2504,28.6304889471456,22.8348354371912,681.5
171.7918,194.2555,28.2216525271664,23.4600408240888,691.5
173.4828,193.7529,28.3790708910283,23.1173360093156,684.5
179.8483,188.8448,28.7000860647792,23.5770762993128,706.5
179.8835,189.1201,28.1430107254398,24.0481381749111,706.5
179.8498,189.1836,28.7046505152703,24.0023605302015,719
179.8421,189.0569,28.9696713905083,23.8935998640629,723
179.8618,188.9763,28.876657316344,24.0695561395061,726
179.8677,189.1486,28.8419851761873,24.0661967475062,724.5
179.6297,189.1602,29.3092783649644,23.7309018604919,725
179.7994,189.301,28.6308755210777,24.2693880993413,726
