X,Y
63.77002,156.9553
63.646,156.7852
63.66162,156.7764
63.44385,156.6187
63.93066,157.0659
63.80713,156.9321
63.68604,156.8203
63.61328,156.7473
63.54053,156.7092
63.92041,157.1584
63.46045,156.5747
63.43115,156.6482
63.45068,156.7202
63.72754,156.9946
64.45898,157.4861
62.95508,156.6216
63.20947,156.6157
63.33301,156.7129
63.17188,156.6387
63.3418,156.7495
63.41992,156.8088
63.58545,156.9087
63.6499,157.0776
78.72217,168.2402
89.71777,174.595
90.68604,175.0708
90.94043,175.2681
91.50195,175.554
89.85156,174.7666
90.48291,175.0864
91.30176,175.5659
90.66162,175.2402
92.22168,176.0884
92.5332,176.2744
90.29883,175.0195
71.59668,164.0352
72.48047,164.5696
72.13721,164.3271
71.54395,164.0999
74.54443,165.6853
73.62305,165.1904
72.19727,164.4597
73.04932,164.9573
75.56348,166.4067
76.60547,166.9468
77.29443,167.323
76.74023,167.0435
76.91748,167.155
77.32129,167.3704
77.25732,167.3269
79,168.2676
79.36963,168.4448
78.47998,167.95
87.49658,173.0037
121.3574,191.731
123.1616,192.5942
123.1333,192.5676
122.3994,192.2188
122.1885,192.1279
123.1401,192.5784
120.71,191.3352
123.2036,192.5796
124.9585,193.4988
123.272,192.5908
56.93555,152.8804
79.84375,158.5398
79.16211,158.2285
78.5,157.9658
79.86475,158.3926
78.69873,157.9644
78.04395,157.7849
77.55957,157.6682
76.22266,157.22
77.0791,157.5417
74.47363,156.6597
73.16455,156.2756
71.08008,155.7046
69.63379,155.2578
68.4624,154.8362
68.01904,154.7954
67.19141,154.5376
67.28076,154.7112
59.87939,154.8062
73.75342,164.7351
74.83057,165.3059
74.83691,165.3264
75.23047,165.5383
76.44434,166.2017
76.16992,166.104
77.2583,166.6736
77.04443,166.5439
77.854,167.0352
78.56787,167.4258
79.25928,167.8315
80.09717,168.2581
79.41699,167.906
79.16895,167.7634
79.81396,168.0928
79.89111,168.0876
79.0166,167.5728
79.71875,167.9033
78.40869,167.0962
78.29688,167.01
76.74805,166.1028
76.11475,165.6763
76.31201,165.7546
75.74658,165.3997
74.4375,164.6067
74.04346,164.3496
73.65332,164.1245
72.79883,163.6118
71.37646,162.7021
70.4707,162.1489
68.88867,161.1365
69.03564,161.2
68.61182,160.9565
67.54541,160.2766
67.74658,160.3767
77.07129,166.6548
76.1748,166.1248
76.23096,166.1733
74.10693,164.9224
73.2876,164.4265
72.09814,163.7383
