Item1.Centroid.X,Item1.Centroid.Y,Item1.MajorAxisLength,Item1.MinorAxisLength,Item1.Area
157.7033,185.7982,24.3891900482219,19.3740520994803,491.5
157.7229,185.8062,24.7335263998596,19.0500682370349,492
156.2978,182.612,24.1316922760595,18.1486711160069,454.5
155.9906,181.2009,23.8470540224326,18.5827078131299,460.5
155.6707,181.5083,23.5583863257333,18.312936773646,449.5
155.6087,181.4205,24.1101579950802,18.015365656691,451.5
155.663,181.2246,23.3980220767504,18.4933754417743,450.5
156.1888,181.1367,23.6772652745496,18.2590019452205,451
155.8709,181.1104,23.6153270552221,18.495176617395,453
155.6754,180.4602,24.4592555453333,18.7021839261608,477
155.8316,180.7642,24.0434851685003,18.7947725510384,470
155.9107,181.0077,23.6475768635506,18.4863544911341,453.5
156.1123,181.0427,23.6256200374773,18.5759525263112,457
156.1097,181.1887,24.176882704726,18.3949553559876,462
156.8314,186.6992,25.239459901646,20.1026436176739,527
157.5101,186.342,25.1258376833663,19.7672273826807,517.5
157.3098,186.3819,25.4871544443841,20.0661014976602,531.5
157.7436,186.3943,25.7016958620394,20.3396624819073,544
157.4685,186.1659,25.7583894004857,20.5981867937703,552.5
157.7801,186.3249,25.9036894367892,20.4892839557897,552.5
158.0189,186.3416,26.4031965283101,20.5498181492597,565
158.3452,185.9674,26.6261927650407,20.3099199268861,562
158.787,185.9752,26.5637342391707,20.604715303238,570.5
159.2643,185.8894,25.834512575409,20.0860296205355,541
159.6195,185.5092,26.9536335800617,20.3740564407357,572.5
159.7584,185.7349,25.8446747349647,20.3302901221726,547
160.2411,185.0172,25.8936600215418,20.8585003736313,562
165.2805,182.8878,25.6561792744221,20.8313020402686,555.5
176.3068,174.708,26.436250583853,21.6269098496222,596.5
176.5943,174.18,26.5476867952679,21.1008942261637,582.5
176.6319,173.3871,26.2584180489608,21.0792586319126,576
177.1357,172.7684,26.4086661569954,21.2960596069575,583.5
176.948,172.7664,25.6805609531361,20.402422927151,544.5
177.1696,172.5026,25.5992240853308,20.608034666783,548.5
177.3281,171.6345,26.4585354253611,20.7113579502048,570.5
177.0595,171.9778,26.113073470351,20.2990573262646,549
177.3336,171.6805,25.9453503132564,20.0835301513879,542
177.6548,171.9243,25.3183166143112,19.9275973526206,522
169.1782,177.9558,26.173329054103,20.1884251650526,551
168.9219,178.1075,26.5917246399733,19.9013883589577,550.5
168.5999,178.5597,25.459156685119,20.535653469006,542
170.3856,177.5939,26.2170083955658,21.3846389047347,584
172.1197,177.2218,26.8455376816082,21.1837343579583,593
171.7745,185.018,15.0267457658459,6.78193554511767,102
NaN,NaN,0,0,0
163.8688,185.6726,16.690566504356,8.51132056414092,141
163.8935,177.4555,26.836605554252,20.4618108781988,573
163.3674,177.5189,26.5343245989681,20.6822715322333,572
162.8011,177.9344,27.6812878201879,19.9526543082644,574
162.5988,178.1546,27.5527015869389,19.7640915243025,567
161.897,178.7409,26.774670157327,20.1180974480978,561.5
162.1015,178.5405,26.8356427567912,20.2632450223605,566.5
161.9448,178.6311,27.3800036494473,20.2379535133676,576.5
161.6198,179.1757,27.0092474439806,20.4328160515569,572
161.7486,178.8318,27.8966341604019,21.1133544835424,612.5
161.7616,178.9951,28.5991886037838,20.7144138669615,618
161.9024,179.0561,29.1872779886391,21.4932533267181,654
162.0079,179.1675,29.7307359584135,21.8392717115441,675.5
162.1274,179.425,28.5060879805159,21.1012198240519,625.5
161.8075,179.3176,28.9132948594001,21.7941734708926,655.5
161.9196,179.3733,28.7253204138485,20.7952150381574,622
161.9639,179.4429,27.7429388241324,20.8921785215921,604
161.7632,179.2783,28.1309768167447,20.9880375700521,614.5
161.998,179.2823,27.2439860920883,20.9194387460766,594.5
