Target.X,Target.Y,Pupil.X,Pupil.Y
26.5978,120.4021,151.3284,187.4529
43.36364,120.6181,142.0809,186.2195
41.03637,123.0363,155.0607,189.8916
43.59998,122.4363,147.3075,191.4134
46.4528,127.4906,139.2664,208.7314
42.8039,119.2157,152.357,183.4674
30.81484,115.9074,141.9174,194.0781
30.41179,110.1372,155.4343,178.474
26.15218,113.8479,172.9912,169.5139
35.65217,123.2609,170.2489,194.6245
