X,Y
91.8091,337.9233
87.89395,335.4916
84.68991,333.2223
83.0304,331.0423
82.33395,328.7702
82.47134,326.018
82.31335,323.3109
106.8229,304.9485
204.6503,184.3741
201.764,184.7992
199.5197,182.158
198.7828,181.8189
197.8294,180.1172
213.0315,175.9785
211.7048,174.1746
210.1188,172.3568
209.0941,171.1274
207.1471,169.8661
205.424,168.669
203.7976,168.0405
202.4713,168.2034
201.3745,168.4375
199.4855,168.821
189.4908,171.9149
189.6101,171.1041
188.5929,170.1163
188.6225,169.9224
189.3939,169.5048
190.9137,169.0957
190.8444,168.5343
192.1285,168.4202
193.5204,167.9657
195.2229,167.9262
199.11,168.5194
200.8133,168.696
202.5339,168.6983
204.9511,169.2352
206.3987,169.3468
207.8885,169.8462
208.6129,169.7317
210.0241,170.2254
228.995,187.1676
-22.91534,335.7619
-58.38725,280.8871
-118.3421,238.0373
214.5262,176.0025
220.3726,173.6069
223.5941,175.5357
224.9273,175.5846
225.9378,175.4659
228.9149,175.517
229.7234,175.3708
230.2231,174.3495
230.9312,174.4544
233.6386,175.3652
240.4038,178.722
242.0788,179.004
243.1076,178.997
243.6701,178.6679
243.8713,178.0046
243.7914,176.9165
239.5979,172.692
238.7346,170.6354
238.5756,169.7901
239.3663,169.4903
239.71,169.1859
240.496,169.4828
241.4646,170.2892
242.4298,170.9243
243.9493,171.8412
245.4045,172.2494
248.2875,173.4694
252.3503,176.6146
252.4846,176.837
252.3086,177.0674
252.2744,177.1532
252.4089,177.4837
252.627,177.6468
252.9427,178.2186
252.2477,179.2604
242.4855,182.0906
236.1095,178.8955
239.1529,181.2646
233.774,178.1722
231.8482,177.2988
230.9688,176.7586
230.6503,176.7148
230.7191,177.434
229.8143,179.0276
234.0659,181.8854
234.1976,183.2312
232.7633,183.6115
231.3678,183.7189
230.0355,183.9565
224.0824,182.0792
224.9375,182.6141
225.3629,182.8516
225.7041,182.945
225.6379,183.0263
226.5019,183.5878
227.0476,183.7065
227.6704,183.6597
228.2616,183.225
228.7584,182.4524
228.8159,181.6422
201.4318,192.2396
197.6554,194.6178
196.9335,193.7286
196.7415,192.559
196.5127,192.179
196.3043,191.6847
196.4663,191.0462
196.4841,190.7203
196.8529,190.8371
196.261,190.9177
195.3696,190.5136
188.1665,191.5922
104.1546,200.973
101.7565,200.1982
97.66795,199.6142
94.56498,198.6181
92.13589,198.0113
90.99297,197.3186
89.87462,196.4268
87.39343,195.1606
85.6682,194.2628
85.09375,193.982
85.56995,193.8326
178.9281,198.1551
271.6841,199.4152
269.3043,199.7032
265.3854,198.981
259.5975,198.4394
254.6644,198.6805
250.5051,199.1763
244.8509,199.3279
238.4456,200.006
235.37,200.6262
134.7281,205.6873
78.44579,209.5302
83.2813,208.6881
85.98029,209.3179
89.98035,209.9031
93.43498,210.1558
92.68221,211.2778
69.42893,225.7863
69.46061,225.0716
71.20169,224.2411
71.97917,223.1253
74.27066,223.0946
77.39509,223.2432
82.64336,223.2912
128.6441,231.8913
156.2328,237.9656
158.1517,237.7496
157.9037,237.2336
156.41,236.2852
155.1949,235.3957
121.8537,239.2289
117.1507,237.3181
110.9691,235.724
106.8427,234.607
103.8077,234.0054
101.5113,233.3821
90.56354,239.4448
89.11568,238.8553
89.03413,238.4634
87.14619,237.8992
86.41513,237.4186
86.32117,235.9356
