Target.X,Target.Y,Pupil.X,Pupil.Y
349.9648,271.3536,218.0594,75.61821
272.3524,176.1348,242.6613,30.84931
417.2136,355.1563,205.1087,113.1406
257.7454,330.4917,268.4885,96.74786
346.3571,273.4261,222.4838,75.22115
206.2724,111.2864,279.5437,7.284851
452.3886,204.2372,174.5408,54.51766
301.5006,163.6833,248.4348,29.94751
179.441,248.8174,320.9925,58.90618
429.4874,281.1071,216.1229,75.99533
