X,Y
291.4036,185.9598
290.9348,187.64
289.265,191.5824
287.8214,195.9037
303.085,176.1003
330.3553,127.713
329.4516,136.3866
329.4919,141.4691
327.1598,149.1287
325.7391,152.9973
323.9664,152.5386
321.4203,157.7969
319.5233,160.4711
315.872,167.5571
313.3522,169.8351
310.1011,176.7391
307.756,175.5751
303.6475,177.6279
301.4667,182.2333
297.3693,183.2469
231.824,152.6132
225.716,149.7098
228.0453,151.7642
226.138,152.6261
225.2681,155.083
226.4203,157.1551
226.0099,157.9645
221.9608,158.7328
182.0473,144.634
179.623,144.6588
180.9482,145.5403
180.1898,145.9218
181.0535,145.0744
180.11,143.5442
181.9208,141.8652
180.4311,141.4044
181.4266,140.519
182.1594,140.8812
183.8936,141.2305
184.6084,140.8534
186.4045,142.872
187.3197,143.3043
187.9977,143.822
189.2342,145.9022
189.822,145.4449
189.8497,145.0393
190.2811,145.3291
190.3378,145.8699
190.3708,144.9263
190.8979,143.8846
190.1605,142.7831
191.9924,143.1155
192.5165,143.3276
193.2382,143.2954
193.7877,144.2289
195.7394,145.013
196.0206,145.5944
197.1516,145.9797
197.5949,147.4566
198.5078,147.5629
199.6368,147.1336
200.3093,148.1634
200.3167,148.8528
200.3132,149.144
271.8327,161.6021
304.8491,214.5591
NaN,NaN
NaN,NaN
NaN,NaN
300.328,213.7675
321.6475,148.6418
304.4778,208.122
307.9293,193.5367
310.0621,186.6907
306.516,187.4186
304.9127,185.8788
302.2179,185.9699
295.7943,189.4216
290.2682,190.3789
271.4274,178.4854
237.9627,141.7571
235.0905,145.6248
230.3335,147.4871
229.2609,148.2449
227.1144,148.1862
227.433,151.0023
226.642,150.6475
223.9968,153.1178
223.571,152.6346
225.8538,152.0048
225.8225,153.8766
224.5376,154.9313
225.4299,155.2478
227.2518,157.7404
229.1729,156.9265
230.0609,159.5319
231.9464,161.394
237.9635,163.7209
241.6426,165.527
249.1702,168.6721
253.964,171.6296
249.5022,170.479
238.4202,164.7194
244.4854,168.0876
254.2225,169.4669
260.0016,172.8825
266.1756,174.0868
270.5845,176.8918
284.9842,179.2783
313.6755,188.8613
314.5801,187.8087
317.7905,187.4949
319.4691,188.1918
319.7928,187.6819
323.5758,186.2703
322.8624,188.2585
325.7256,187.0719
329.5709,185.2332
330.5597,187.72
330.9924,187.859
333.2936,187.8591
335.4147,190.7933
337.0951,190.1307
338.7106,193.8768
343.2965,193.6572
279.3916,213.1554
231.6367,238.8037
236.1785,238.264
242.2599,239.1021
246.4149,238.605
247.9015,241.2747
250.0577,238.8568
252.7441,238.107
255.1243,239.0753
272.0941,262.5328
272.5059,263.624
272.8336,263.9413
275.5005,255.8101
273.1343,256.9821
271.6637,254.762
272.2145,254.2983
270.7135,251.4358
268.6854,248.7438
266.1221,246.6854
269.0804,246.4504
266.2858,244.3181
266.5703,233.8606
266.4163,229.9905
264.6923,225.1154
262.6655,225.743
261.1371,226.642
257.6158,226.181
255.2273,227.9674
251.5743,229.8167
259.4414,229.41
359.3079,213.9341
378.2675,188.8693
380.985,180.6425
376.9177,178.4128
371.3644,182.1597
366.8973,184.1178
364.8972,186.4637
360.6174,188.1118
373.8251,169.0085
374.7738,159.4643
370.5916,164.6669
364.7803,165.706
362.1124,166.5627
356.2819,169.6288
350.8867,169.532
345.4709,170.5645
337.6384,170.7642
332.118,170.1698
325.9053,174.4534
322.1255,174.7698
316.4822,175.7372
308.8165,175.5427
301.5375,176.2556
295.4426,176.7104
291.2117,177.1405
285.2674,178.2918
280.4075,180.0336
