X,Y
172.0883,180.0223
159.8168,170.4561
157.6689,168.62
153.4191,166.0213
224.776,203.6928
220.2115,202.8221
218.7073,200.9202
217.0811,198.9532
216.925,198.3067
265.2246,182.1315
323.1412,171.2474
301.6013,163.6579
318.1097,172.8148
316.0489,174.5054
299.2699,167.8547
299.1002,167.3667
316.8745,176.7092
316.2453,177.571
323.3765,189.999
322.9839,190.6134
321.5649,192.034
321.0655,192.5443
321.4528,192.7959
320.6305,193.9619
319.7535,195.4126
281.0415,183.7363
222.8896,168.3334
217.4602,165.5508
217.3207,165.0361
215.8558,164.3455
215.2953,164.0269
215.0671,163.5434
215.3497,162.6089
215.4684,162.4943
211.069,165.601
211.2532,165.5118
211.0806,165.5143
211.9424,165.4462
188.266,157.7219
215.4586,167.2805
191.2538,158.9579
194.8019,159.5379
221.5403,169.3358
195.5244,160.6504
192.1679,160.3106
194.365,161.1821
192.7016,161.6037
195.9969,162.2435
197.4756,163.1421
224.0334,171.5255
209.4822,168.0402
274.0298,192.0041
295.5772,198.3661
287.1762,199.205
288.545,194.7132
286.9395,197.6791
289.5389,196.5056
291.8464,200.2913
307.3907,205.8846
292.4951,202.8988
301.8072,208.0789
293.2056,204.9057
307.856,207.6979
306.5182,207.6273
304.0775,210.4027
317.4429,216.5072
356.1673,232.2035
398.6346,248.3813
397.5028,251.4675
392.9362,250.991
380.1408,247.7312
379.4724,249.7535
378.8622,249.1251
376.8512,252.1458
372.934,254.9171
374.9562,253.7419
370.5849,255.327
364.4375,252.3932
331.5051,221.4128
305.5542,203.5002
297.9898,199.2016
300.0497,200.3036
304.4663,200.5614
287.9931,194.1249
286.661,194.0819
286.0845,194.5242
302.0649,200.2529
283.015,194.8656
298.67,201.7452
302.3418,200.7848
283.1675,196.0332
285.3916,197.2949
282.8061,196.8485
305.1625,203.2249
286.2543,198.4636
286.9471,197.4954
292.393,201.6131
292.9348,201.1694
297.9131,203.6576
298.5321,203.7376
305.73,208.0824
305.7388,208.4653
307.5331,208.6702
310.7787,212.3205
321.6265,219.5063
316.8303,215.7065
316.893,216.9667
320.6591,218.8161
323.5717,220.7238
325.2298,221.923
326.7308,222.7927
331.0029,222.3509
329.4704,223.8009
356.5998,249.5075
367.2109,259.33
368.4514,258.7451
364.218,258.6444
368.8885,256.3722
362.2675,259.5784
362.3836,260.937
359.2271,255.6091
365.1277,260.2534
364.5094,261.0896
325.6569,286.1965
317.1618,293.7682
319.4637,301.3903
320.4075,301.9643
321.2063,301.8521
323.3848,302.9241
324.7692,303.9246
325.12,303.9963
328.4048,305.7308
328.7535,306.9356
328.7228,307.1664
350.8441,304.876
350.9524,304.5558
350.0633,305.4686
347.3467,305.5633
