Target.X,Target.Y,Pupil.X,Pupil.Y
366.3489,295.795,21.42966,267.3275
368.2844,52.24638,21.50502,197.1542
237.9929,207.0658,45.81076,229.5389
192.8113,269.1526,58.12566,249.4115
257.1602,191.7336,38.0563,225.4652
157.5259,115.7375,65.02538,201.7863
342.7654,264.3325,23.14987,257.5642
149.4755,319.3433,77.98431,263.1826
79.58229,65.87547,88.04758,186.0789
336.3486,107.6625,25.15741,207.7229
